event,url,date,title,sentence,Deaths,Injury,Location,Date,Time
road accident,https://chicago.cbslocal.com/2020/09/02/10-year-old-girl-dead-5-year-old-boy-critically-injured-after-vehicle-fleeing-police-hits-car-in-auburn-gresham/,2020-09-02,"10-Year-Old Girl Dead, 5-Year-Old Boy Critically Injured After Vehicle Fleeing Police Hits Two Cars In Auburn Gresham",Kevin Spicer and the woman in the other car were both taken to the University of Chicago Medical Center in good condition.,0,1,1,0,0
road accident,https://chicago.cbslocal.com/2020/09/02/10-year-old-girl-dead-5-year-old-boy-critically-injured-after-vehicle-fleeing-police-hits-car-in-auburn-gresham/,2020-09-02,"10-Year-Old Girl Dead, 5-Year-Old Boy Critically Injured After Vehicle Fleeing Police Hits Two Cars In Auburn Gresham",Police were questioning a person of interest in the crash Wednesday night.,0,0,0,1,1
road accident,https://chicago.cbslocal.com/2020/09/02/10-year-old-girl-dead-5-year-old-boy-critically-injured-after-vehicle-fleeing-police-hits-car-in-auburn-gresham/,2020-09-02,"10-Year-Old Girl Dead, 5-Year-Old Boy Critically Injured After Vehicle Fleeing Police Hits Two Cars In Auburn Gresham","Their dad Kevin, 43, was also injured.",0,1,0,0,0
road accident,https://wgntv.com/news/10-year-old-killed-and-5-year-old-injured-after-police-chase-ends-in-crash/,2020-09-02,10-year-old killed and 5-year-old injured after police chase ends in crash,Chicago police said they were trying to stop a black sedan for traffic violations on the 8000 block of South Halsted Street around 3:40 p.m. Wednesday.,0,0,1,1,1
road accident,https://wgntv.com/news/10-year-old-killed-and-5-year-old-injured-after-police-chase-ends-in-crash/,2020-09-02,10-year-old killed and 5-year-old injured after police chase ends in crash,A 10-year-old girl was killed and a 5-year-old boy was injured after a police chase that ended in a car crash in Gresham.,1,1,1,0,0
road accident,https://wgntv.com/news/10-year-old-killed-and-5-year-old-injured-after-police-chase-ends-in-crash/,2020-09-02,10-year-old killed and 5-year-old injured after police chase ends in crash,"The 10-year-old, identified as Da’Karia Spicer, was pronounced dead and the 5-year-old, identified as her brother Dhaamir Spicer, was in critical condition.",1,1,0,0,0
road accident,https://wgntv.com/news/10-year-old-killed-and-5-year-old-injured-after-police-chase-ends-in-crash/,2020-09-02,10-year-old killed and 5-year-old injured after police chase ends in crash,"The 43-year-old, Kevin Spicer, the children’s father, was hospitalized at the University of Chicago Medical Center in good condition.",0,1,1,0,0
assault,https://www.kare11.com/article/news/local/12-year-old-girl-faces-long-road-to-recovery-after-shooting/89-f8f0406b-d39d-4e84-8fec-86d88be36251,2020-09-02,12-year-old girl faces 'long road to recovery' after shooting,"A neighbor has been charged with attempted murder in the shooting of the sisters, as well as murder charges for allegedly killing his wife.",1,0,0,0,0
assault,https://www.kare11.com/article/news/local/12-year-old-girl-faces-long-road-to-recovery-after-shooting/89-f8f0406b-d39d-4e84-8fec-86d88be36251,2020-09-02,12-year-old girl faces 'long road to recovery' after shooting,Family and friends are asking for prayers as a 12-year-old girl and her 29-year-old sister remain hospitalized following a shooting in Bloomington on Sunday.,0,1,1,1,0
assault,https://www.kare11.com/article/news/local/12-year-old-girl-faces-long-road-to-recovery-after-shooting/89-f8f0406b-d39d-4e84-8fec-86d88be36251,2020-09-02,12-year-old girl faces 'long road to recovery' after shooting,Police said 12-year-old Makayla Saulter and 29-year-old Canisha Saulter were helping to load a U-Haul on Sunday night when they were shot.,0,1,0,1,1
assault,https://www.kare11.com/article/news/local/12-year-old-girl-faces-long-road-to-recovery-after-shooting/89-f8f0406b-d39d-4e84-8fec-86d88be36251,2020-09-02,12-year-old girl faces 'long road to recovery' after shooting,Police said a neighbor shot the girl and her adult sister in Bloomington on Sunday.,0,1,1,1,0
flood,https://www.newindianexpress.com/world/2020/sep/02/13-more-killed-as-heavy-rains-lash-pakistan-death-toll-rises-to-176-2191271.html,2020-09-02,"13 more killed as heavy rains lash Pakistan, death toll rises to 176",Another 101 have been injured.,0,1,0,0,0
flood,https://www.newindianexpress.com/world/2020/sep/02/13-more-killed-as-heavy-rains-lash-pakistan-death-toll-rises-to-176-2191271.html,2020-09-02,"13 more killed as heavy rains lash Pakistan, death toll rises to 176","Incessant rains lashed Pakistan on Tuesday, killing 13 more people while the water level increased in the rivers across the country, creating a flood like situation.",1,0,1,1,0
flood,https://www.newindianexpress.com/world/2020/sep/02/13-more-killed-as-heavy-rains-lash-pakistan-death-toll-rises-to-176-2191271.html,2020-09-02,"13 more killed as heavy rains lash Pakistan, death toll rises to 176","The NDMA data showed that 13 more people died in the last 24 hours, taking the death toll to 176 since June 15 when the monsoon season started in the country.",1,0,0,1,0
assault,https://www.twincities.com/2020/09/02/14-year-old-under-arrest-on-suspicion-of-murder-in-st-paul-shooting/,2020-09-02,14-year-old under arrest on suspicion of murder in St. Paul shooting of 17-year-old,"A 14-year-old is under arrest on suspicion of murder after a 17-year-old was found shot in a vehicle in St. Paul on Tuesday night, police said Wednesday.",1,0,1,1,1
assault,https://www.twincities.com/2020/09/02/14-year-old-under-arrest-on-suspicion-of-murder-in-st-paul-shooting/,2020-09-02,14-year-old under arrest on suspicion of murder in St. Paul shooting of 17-year-old,"Jorge Batres, of Coon Rapids, was pronounced dead after he was shot in the head in a pick-up truck in the 1200 block of Hazelwood Street at about 6 p.m. on Tuesday.",1,0,1,1,1
road accident,https://www.cbs17.com/news/local-news/durham-county-news/children-adults-injured-in-durham-head-on-crash-officials-say/,2020-09-02,"18-month-old boy, 2 adults injured in head-on crash in Durham, police say","Authorities are investigating a head-on crash Wednesday morning in Durham that left three people injured, according to the Durham Fire Department and Durham police.",0,1,1,1,1
road accident,https://www.cbs17.com/news/local-news/durham-county-news/children-adults-injured-in-durham-head-on-crash-officials-say/,2020-09-02,"18-month-old boy, 2 adults injured in head-on crash in Durham, police say",Both had serious injuries.,1,1,0,0,0
road accident,https://www.cbs17.com/news/local-news/durham-county-news/children-adults-injured-in-durham-head-on-crash-officials-say/,2020-09-02,"18-month-old boy, 2 adults injured in head-on crash in Durham, police say",The crash was reported around 5:48 a.m. at T.W. Alexander Drive between Miami Boulevard and Weck Drive.,0,0,1,0,1
road accident,https://www.cbs17.com/news/local-news/durham-county-news/children-adults-injured-in-durham-head-on-crash-officials-say/,2020-09-02,"18-month-old boy, 2 adults injured in head-on crash in Durham, police say","The driver of the Escalade was also taken to the hospital with minor injuries, police said.",0,1,0,0,0
road accident,https://www.cbs17.com/news/local-news/durham-county-news/children-adults-injured-in-durham-head-on-crash-officials-say/,2020-09-02,"18-month-old boy, 2 adults injured in head-on crash in Durham, police say",The road was closed Wednesday morning.,0,0,0,1,1
road accident,https://www.cbs17.com/news/local-news/durham-county-news/children-adults-injured-in-durham-head-on-crash-officials-say/,2020-09-02,"18-month-old boy, 2 adults injured in head-on crash in Durham, police say",The woman and an 18-month-old boy who was a passenger were taken to the hospital. ,0,1,0,0,0
road accident,https://www.wfla.com/news/hillsborough-county/18-year-old-killed-2-other-teens-injured-in-plant-city-crash-deputies-say/,2020-09-02,"18-year-old killed, 2 other teens injured in Plant City crash, deputies say",Both the driver and the passenger were taken to South Florida Baptist Hospital.,0,1,1,0,0
road accident,https://www.wfla.com/news/hillsborough-county/18-year-old-killed-2-other-teens-injured-in-plant-city-crash-deputies-say/,2020-09-02,"18-year-old killed, 2 other teens injured in Plant City crash, deputies say","Deputies say on Tuesday around 11:45 p.m., the 16-year-old was driving a 2004 Ford Expedition and was speeding in the eastbound lanes of Ralston Road in Plant City.",0,0,1,1,1
road accident,https://www.wfla.com/news/hillsborough-county/18-year-old-killed-2-other-teens-injured-in-plant-city-crash-deputies-say/,2020-09-02,"18-year-old killed, 2 other teens injured in Plant City crash, deputies say",The Hillsborough County Sheriff’s Office is currently investigating a deadly crash that killed an 18-year-old and injured a 16- and 19-year-old.,1,1,0,0,0
road accident,https://www.wfla.com/news/hillsborough-county/18-year-old-killed-2-other-teens-injured-in-plant-city-crash-deputies-say/,2020-09-02,"18-year-old killed, 2 other teens injured in Plant City crash, deputies say",HCSO said a 18-year-old passenger was ejected from the car and died at the scene.,1,0,0,0,0
road accident,https://www.wfla.com/news/hillsborough-county/18-year-old-killed-2-other-teens-injured-in-plant-city-crash-deputies-say/,2020-09-02,"18-year-old killed, 2 other teens injured in Plant City crash, deputies say","The right rear passenger, a 19-year-old, received non-life threatening injuries.",0,1,0,0,0
road accident,https://www.wfla.com/news/hillsborough-county/18-year-old-killed-2-other-teens-injured-in-plant-city-crash-deputies-say/,2020-09-02,"18-year-old killed, 2 other teens injured in Plant City crash, deputies say","When the teen approached County Line Road, they lost control after hitting a speed bump, according to deputies.",0,0,1,0,0
assault,https://www.delawareonline.com/story/news/crime/2020/09/02/wilmington-shooting-18-year-old-shot-west-center-city/5689448002/,2020-09-02,18-year-old shot in Wilmington's West Center City neighborhood early Wednesday,"An 18-year-old man was shot in Wilmington's West Center City neighborhood early Wednesday, according to police.",0,1,1,1,0
assault,https://www.delawareonline.com/story/news/crime/2020/09/02/wilmington-shooting-18-year-old-shot-west-center-city/5689448002/,2020-09-02,18-year-old shot in Wilmington's West Center City neighborhood early Wednesday,"Most recently, an 11-year-old girl was shot Monday morning in the 700 block of Jefferson St. less than a mile from Wednesday's shooting.",0,1,1,1,1
assault,https://www.delawareonline.com/story/news/crime/2020/09/02/wilmington-shooting-18-year-old-shot-west-center-city/5689448002/,2020-09-02,18-year-old shot in Wilmington's West Center City neighborhood early Wednesday,The 18-year-old is at least the sixth person shot in Wilmington in the last seven days.,0,1,0,0,0
assault,https://www.delawareonline.com/story/news/crime/2020/09/02/wilmington-shooting-18-year-old-shot-west-center-city/5689448002/,2020-09-02,18-year-old shot in Wilmington's West Center City neighborhood early Wednesday,"The shooting occurred at about 3:10 a.m. in the 200 block of N. Madison St., police said.",0,0,1,0,1
assault,https://www.delawareonline.com/story/news/crime/2020/09/02/wilmington-shooting-18-year-old-shot-west-center-city/5689448002/,2020-09-02,18-year-old shot in Wilmington's West Center City neighborhood early Wednesday,"The victim was taken to the hospital and is in stable condition, police said.",0,1,0,0,0
assault,https://www.wlox.com/2020/09/02/year-old-charged-with-drive-by-shooting-biloxi/,2020-09-02,19-year-old charged with drive-by shooting in Biloxi,"Authorities say the charge stems from a drive-by shooting that happened Sunday, Aug. 30, at a house in the 300 block of Holley Street.",0,0,1,1,1
assault,https://www.wlox.com/2020/09/02/year-old-charged-with-drive-by-shooting-biloxi/,2020-09-02,19-year-old charged with drive-by shooting in Biloxi,No one was injured.,0,1,0,0,0
assault,https://www.mlive.com/news/ann-arbor/2020/09/2-arrested-after-3-days-of-drive-by-shootings-targeting-ypsilanti-township-home.html,2020-09-02,2 arrested after 3 days of drive-by shootings targeting Ypsilanti Township home,"At 9:23 p.m. the same day, police were called back to the area for another report of shots fired. ",0,0,0,0,1
assault,https://www.mlive.com/news/ann-arbor/2020/09/2-arrested-after-3-days-of-drive-by-shootings-targeting-ypsilanti-township-home.html,2020-09-02,2 arrested after 3 days of drive-by shootings targeting Ypsilanti Township home,"Officers were called back to the area again at 8:30 p.m. Wednesday, Sept. 2, where they found a 19 year-old shooting victim with a wound to the leg that was not life-threatening, police said.",0,1,0,0,0
assault,https://www.mlive.com/news/ann-arbor/2020/09/2-arrested-after-3-days-of-drive-by-shootings-targeting-ypsilanti-township-home.html,2020-09-02,2 arrested after 3 days of drive-by shootings targeting Ypsilanti Township home,"Officers were called to the home for a fourth time at 9:18 p.m. Thursday, for another drive-by shooting, but this time deputies were able to identify the suspects’ vehicle, which was fleeing the scene, police said.",0,0,0,1,1
assault,https://www.mlive.com/news/ann-arbor/2020/09/2-arrested-after-3-days-of-drive-by-shootings-targeting-ypsilanti-township-home.html,2020-09-02,2 arrested after 3 days of drive-by shootings targeting Ypsilanti Township home,"Police were first called to Foley Avenue at 5:33 p.m. Tuesday, Sept. 1, for a report of shots fired with several vehicles being seen fleeing the area, police said.",0,0,1,1,1
